,player_id,@id,url,username,score,rank,country,title,name,status,avatar,flair_code,win_count,loss_count,draw_count,trend_score.direction,trend_score.delta,trend_rank.direction,trend_rank.delta
0,15448422,https://api.chess.com/pub/player/hikaru,https://www.chess.com/member/Hikaru,Hikaru,3268,1,https://api.chess.com/pub/country/US,GM,Hikaru Nakamura,premium,https://images.chesscomfiles.com/uploads/v1/user/15448422.88c010c1.200x200o.3c5619f5441e.png,diamond_traditional,28766,4681,3609,-1,13,0,0
1,3889224,https://api.chess.com/pub/player/magnuscarlsen,https://www.chess.com/member/MagnusCarlsen,MagnusCarlsen,3249,2,https://api.chess.com/pub/country/NO,GM,Magnus Carlsen,premium,https://images.chesscomfiles.com/uploads/v1/user/3889224.121e2094.200x200o.361c2f8a59c2.jpg,diamond_traditional,2068,453,395,-1,27,0,0
2,42022994,https://api.chess.com/pub/player/firouzja2003,https://www.chess.com/member/Firouzja2003,Firouzja2003,3193,3,https://api.chess.com/pub/country/FR,GM,Alireza Firouzja,premium,https://images.chesscomfiles.com/uploads/v1/user/42022994.fde4f345.200x200o.b86d5c7f9a68.jpeg,nothing,6871,4175,1594,-1,25,0,0
3,7195919,https://api.chess.com/pub/player/nihalsarin,https://www.chess.com/member/nihalsarin,nihalsarin,3172,4,https://api.chess.com/pub/country/TZ,GM,Nihal Sarin,premium,https://images.chesscomfiles.com/uploads/v1/user/7195919.d7c5a9e3.200x200o.ea5eddc7ec92.jpg,diamond_traditional,13559,7381,2512,-1,21,0,0
4,8829034,https://api.chess.com/pub/player/konavets,https://www.chess.com/member/Konavets,Konavets,3135,5,https://api.chess.com/pub/country/US,GM,Sam Sevian,premium,https://images.chesscomfiles.com/uploads/v1/user/8829034.6d90a567.200x200o.60d12a06fdce.jpeg,crown_orange,3351,1711,633,0,0,0,0
5,17306408,https://api.chess.com/pub/player/lyonbeast,https://www.chess.com/member/LyonBeast,LyonBeast,3127,6,https://api.chess.com/pub/country/FR,GM,Maxime Vachier-Lagrave,premium,https://images.chesscomfiles.com/uploads/v1/user/17306408.203effc9.200x200o.34baf459f6b7.jpg,skull,1658,570,416,0,0,0,0
6,47485766,https://api.chess.com/pub/player/polish_fighter3000,https://www.chess.com/member/Polish_fighter3000,Polish_fighter3000,3122,7,https://api.chess.com/pub/country/PL,GM,Jan-Krzysztof Duda,premium,https://images.chesscomfiles.com/uploads/v1/user/47485766.de241c41.200x200o.7b706ebf58e7.jpeg,diamond_traditional,2384,1136,451,1,13,1,2
7,26303484,https://api.chess.com/pub/player/bigfish1995,https://www.chess.com/member/Bigfish1995,Bigfish1995,3115,8,https://api.chess.com/pub/country/SI,GM,Vladimir Fedoseev,premium,https://images.chesscomfiles.com/uploads/v1/user/26303484.dc192fa5.200x200o.d771643b19ed.jpeg,diamond_gold,6413,4315,1379,0,0,-1,1
8,26867272,https://api.chess.com/pub/player/jospem,https://www.chess.com/member/Jospem,Jospem,3108,9,https://api.chess.com/pub/country/MX,GM,Jose Martinez,premium,https://images.chesscomfiles.com/uploads/v1/user/26867272.ae9f1c80.200x200o.8b42d2759267.jpg,crown_red,17434,6900,2839,1,45,1,19
9,61085366,https://api.chess.com/pub/player/raunaksadhwani2005,https://www.chess.com/member/RaunakSadhwani2005,RaunakSadhwani2005,3107,10,https://api.chess.com/pub/country/IN,GM,Raunak Sadhwani,premium,https://images.chesscomfiles.com/uploads/v1/user/61085366.7e6977ec.200x200o.fa27239336b6.jpeg,pound,1643,923,470,0,0,0,0
10,27300798,https://api.chess.com/pub/player/lovevae,https://www.chess.com/member/LOVEVAE,LOVEVAE,3107,11,https://api.chess.com/pub/country/CN,GM,Wei Yi,premium,https://images.chesscomfiles.com/uploads/v1/user/27300798.d45796b6.200x200o.1368393c5c7f.jpeg,play,594,279,135,0,0,0,0
11,37044230,https://api.chess.com/pub/player/gabuzyan_chessmood,https://www.chess.com/member/GABUZYAN_CHESSMOOD,GABUZYAN_CHESSMOOD,3103,12,https://api.chess.com/pub/country/US,GM,Hovhannes Gabuzyan,premium,https://images.chesscomfiles.com/uploads/v1/user/37044230.b43b3a72.200x200o.f1cf0f031c8d.jpeg,cool,2665,1867,593,0,0,1,1
12,17534752,https://api.chess.com/pub/player/antonsmirnov,https://www.chess.com/member/AntonSmirnov,AntonSmirnov,3102,13,https://api.chess.com/pub/country/AU,GM,Anton Smirnov,premium,https://images.chesscomfiles.com/uploads/v1/user/17534752.eadf1d19.200x200o.3b0e1d95735a.jpeg,smile,5596,4681,1292,0,0,1,1
13,73480506,https://api.chess.com/pub/player/speedoflight0,https://www.chess.com/member/SpeedofLight0,SpeedofLight0,3101,14,https://api.chess.com/pub/country/US,GM,Andrew Hong,premium,https://images.chesscomfiles.com/uploads/v1/user/73480506.3eaebb9d.200x200o.15b62df225be.jpeg,diamond_traditional,821,507,142,1,21,1,5
14,88920388,https://api.chess.com/pub/player/hansontwitch,https://www.chess.com/member/HansOnTwitch,HansOnTwitch,3099,15,https://api.chess.com/pub/country/US,GM,Hans Niemann,premium,https://images.chesscomfiles.com/uploads/v1/user/88920388.0b5d1db1.200x200o.8ce2946c0865.jpeg,christmas_santa,1878,1286,444,-1,13,-1,7
15,14498226,https://api.chess.com/pub/player/fairchess_on_youtube,https://www.chess.com/member/FairChess_on_YouTube,FairChess_on_YouTube,3098,16,https://api.chess.com/pub/country/CV,GM,Dmitry Andreikin,premium,https://images.chesscomfiles.com/uploads/v1/user/14498226.8202a36e.200x200o.1fe2de7e5eaa.jpeg,star_traditional,3260,1031,849,-1,6,-1,4
16,17860442,https://api.chess.com/pub/player/mishanick,https://www.chess.com/member/mishanick,mishanick,3092,17,https://api.chess.com/pub/country/RS,GM,Aleksei Sarana,premium,https://images.chesscomfiles.com/uploads/v1/user/17860442.d25fa08e.200x200o.81d6cc6b6581.png,crown_blue,11694,6480,2022,1,27,1,9
